id,title given by manchine,Y/N,original title
10.1.1.17.1639.txt,Optimal ProductionDistribution Planning In Supply Chain Management Using A Hybrid Simulation-Analytic Approach,N,Optimal Production-Distribution Planning In Supply Chain Management Using A Hybrid Simulation-Analytic Approach
10.1.1.170.803.txt,Learning Nullspace Policies,Y,
10.1.1.74.7661.txt,Abstract Energy-Efficient Wireless Communication for Mobile Multimedia Terminals,N,Energy-Efficient Wireless Communication for Mobile Multimedia Terminals
10.1.1.193.3770.txt,"Wireless Local Area Networks (WiFi-802.11n), Wireless Personal Area Networks (ZigBee) and Wireless Metropolitan Area Networks",N,"Emerging Wireless Standards - WiFi, ZigBee and WiMAX"
10.1.1.225.9890.txt,Lecture Notes on Ordered Logic 15-816: Linear Logic,N,Linear Logic
10.1.1.216.4570.txt,Associate Director for Science,N,The Effectiveness of Universal School-Based Programs for the Prevention of Violent and Aggressive Behavior
10.1.1.123.3644.txt,MULTIPLE-RESOLUTION EDGE-BASED FEATURE REPRESENTATIONS FOR ROBUST FACE SEGMENTATION AND VERIFICATION,Y,
10.1.1.17.42.txt,Seamless Projection Overlaps using Image Warping And Intensity Blending,Y,
10.1.1.86.7206.txt,SCHOLARSHIPS AND ACHIEVEMENTS,N,PERSONAL INFORMATION
10.1.1.1.5266.txt,A Multicast Congestion Control Scheme for Mobile Ad-Hoc Networks,Y,
10.1.1.161.8832.txt,Rural Health Policy Board Prepared by,N,Rural/Urban Definitions: Alternatives and Numbers by State
10.1.1.96.16.txt,Bibliography,N,Direct manipulation of temporal structures in a multimedia application framework
10.1.1.1.5733.txt,Deliverable Identification Sheet,N,The Bootstrapping Problem
10.1.1.167.7995.txt,Provisions Relating to IETF Documents,N,Cryptographic Algorithms for the TCP Authentication Option (TCP-AO)
10.1.1.48.3608.txt,Image Classification Based on a Multiresolution Two,N,Image Classification Based on a Multiresolution Two Dimensional Hidden Markov Model 
10.1.1.32.1070.txt,Real-Time System Analysis Based On State-Space Exploration,Y,
10.1.1.68.9660.txt,Engineering Support Vector Machine Kernels That Recognize Translation Initiation Sites (Extended Abstract),Y,
10.1.1.55.9067.txt,Inner and outer iterations for the Chebyshev algorithm,Y,
10.1.1.140.5513.txt,,N,59.2: Defining Dynamic Range
10.1.1.125.6496.txt,"The TLR-7 Agonist, Imiquimod, Enhances Dendritic Cell Survival and Promotes Tumor Antigen-Specific T Cell Priming: Relation to Central Nervous System Antitumor Immunity 1",Y,
10.1.1.140.9743.txt,ACKNOWLEDGMENT,N,ENVIRONMENT AND PRODUCTION TECHNOLOGY DIVISION
10.1.1.98.6716.txt,ON THE ITERATED A POSTERIORI DISTRIBUTION IN BAYESIAN STATISTICS,Y,
10.1.1.17.4411.txt,Integration of Fuzzy Control and Model Based Concepts for Disturbed Industrial Plants with Large Dead-Times,Y,
10.1.1.141.3810.txt,Ricci-Corrected Derivatives AND INVARIANT DIFFERENTIAL OPERATORS,Y,
10.1.1.25.5548.txt,Extended phase relations and load effects in MSW,Y,
10.1.1.180.1861.txt,TABLE OF CONTENTS,N,Five In Vitro Test Methods Proposed for Assessing Potential Pyrogenicity of Pharmaceuticals and Other Products
10.1.1.92.9030.txt,,N,Inductive Situation Calculus
10.1.1.208.5633.txt,H.: Visom Ensembles for Visualization and Classification,N,Visom Ensembles for Visualization and Classification
10.1.1.127.1875.txt,Corporate Headquarters,N,找不到
10.1.1.186.9155.txt,Mapping Filtering Streaming Applications With Communication Costs,Y,
10.1.1.67.1556.txt,NASA/TP-2004-213512 Buckling Behavior of Long Anisotropic Plates Subjected to Elastically Restrained Thermal Expansion and Contraction,N,Buckling Behavior of Long Anisotropic Plates Subjected to Elastically Restrained Thermal Expansion and Contraction
10.1.1.158.4646.txt,CERIAS Tech Report 2004-27 AN ANALYSIS OF PROPOSED ATTACKS AGAINST GENUINITY TESTS,N,AN ANALYSIS OF PROPOSED ATTACKS AGAINST GENUINITY TESTS
10.1.1.146.2885.txt,FUTURE IFLA CONFERENCES,N,找不到
10.1.1.55.3468.txt,Boundary Equation Methods for Linear Systems of Equations,Y,
10.1.1.122.3247.txt,,N,CV
10.1.1.51.8434.txt,Scattering of electromagnetic waves by rough interfaces and inhomogeneous layers,Y,
10.1.1.45.6969.txt,Scalable Coordination in Sensor Networks,Y,
10.1.1.204.595.txt,Journal für die reine und angewandte Mathematik,N,Deformation theory of representations of prop(erad)s I
10.1.1.15.4976.txt,"Algebraic cycles and the classical groups, Part II: Quaternionic cycles",Y,
10.1.1.76.5652.txt,Piecewise c 1 continuous surface reconstruction of noisy point clouds via local implicit quadric regression,Y,
10.1.1.98.8501.txt,Received,N,The chromatic number of graph powers
10.1.1.20.3192.txt,The Salinan and Yurumangu Data in Language in the Americas,Y,
10.1.1.108.1130.txt,Using Graph-Based Representation to Derive Hard SAT instances,Y,
10.1.1.197.9877.txt,Security in Oki-Group’s Information System Special Issue on Electronic Commerce/Security Security in Oki-Group’s Information System,N,Security in Oki-Group’s Information System
10.1.1.68.9732.txt,Multiresolution representations for surfaces meshes based on . . . ,N,Multiresolution representations for surfaces meshes based on the vertex decimation method
10.1.1.160.5630.txt,Mining compositional features for boosting,Y,
10.1.1.94.1589.txt,ABSTRACT Konfidi:  ? Trust Networks Using PGP and RDF,N,Konfidi: Trust Networks Using PGP and RDF
10.1.1.75.4282.txt,SPATIAL MODELS FOR LOCALIZATION OF IMAGE TAMPERING USING DISTRIBUTED SOURCE CODES,Y,
10.1.1.220.7609.txt,Bullwhip Effect Measurement and Its Implications,Y,
10.1.1.22.9406.txt,RED in a Different Light,Y,
10.1.1.49.5798.txt,Transformations for the Optimistic Parallel Execution of Object-Oriented Programs,Y,
10.1.1.185.3493.txt,Planning with timed literals and deadlines,Y,
10.1.1.97.5118.txt,On the Scalability of Proof Carrying Code for Software Certification ?,Y,
10.1.1.4.8047.txt,Contribution Number: oif2000.286,N,RSVP Extensions for Optical UNI Signaling
10.1.1.139.1829.txt,Ant Algorithms 4.1 4 Some applications of distributed,N,Some applications of distributed intelligence: ant algorithms
10.1.1.192.8881.txt,Comparative Analysis of the Stochastic and Parsimonious Interest Rates Models on Croatian Government Market,Y,
10.1.1.94.3988.txt,Constant queue routing on a mesh,Y,
10.1.1.136.7772.txt,"ABSTRACT Exploiting the Deep Web with DynaBot: Matching, Probing, and Ranking ?",N,"Exploiting the Deep Web with DynaBot: Matching, Probing, and Ranking"
10.1.1.50.2741.txt,Concept Based Retrieval By Minimal Term Sets,Y,
10.1.1.39.5936.txt,Performance Analysis of Key-partitioned Signature Files,Y,
10.1.1.96.7259.txt,,N,LEVELS OF PATTERN DESCRIPTION IN LEARNING
10.1.1.44.7452.txt,  Determining an Out-of-Core FFT Decomposition Strategy for Parallel Disks by Dynamic Programming,Y,
10.1.1.221.8800.txt,Quantitative mapping of hydrodynamic vegetation density of floodplain forests using airborne laser scanning,Y,
10.1.1.116.9943.txt,WHAT IS THE RELATIONSHIP OF DIVERSITY ANALYSIS TO PARTICIPATORY RESEARCH?.........................5 HOW IS PARTICIPATORY RESEARCH DIFFERENT FROM AND COMPLEMENTARY TO CONVENTIONAL,N,AN OVERVIEW OF PARTICIPATORY RESEARCH AND LEARNING PROCESSES AND THEIR RELEVANCE TO WATERSHED MANAGEMENT AND DEVELOPMENT
10.1.1.11.7737.txt,Very Loopy Belief Propagation for  Unwrapping Phase Images  ,Y,
10.1.1.187.7068.txt,"of LaborIncentive Effects of Risk Pooling, Redistributive and Savings Arrangements in Unemployment Benefit Systems: Evidence from a Job-Search Model for Brazil",N,"Incentive Effects of Risk Pooling, Redistributive and Savings Arrangements in Unemployment Benefit Systems: Evidence from a Job-Search Model for Brazil"
10.1.1.188.4882.txt,Chaos Analysis for EKG Time Series Data,Y,
10.1.1.184.3285.txt,Topic & Issues: DISPOSAL COMPONENT REDUCTIONS – PATHWAY NUMBER 1,N,HIGHLY PRETREATED EFFLUENT
10.1.1.8.4521.txt,PROTOMOL: A Molecular Dynamics Research,N,PROTOMOL: A Molecular Dynamics Research Framework for Algorithmic Development
10.1.1.165.7729.txt,Smoothed analysis of the condition numbers and growth factors of matrices,Y,
10.1.1.107.8454.txt,Efficient Member Revocation in Group Signature Schemes ?,Y,
10.1.1.87.4899.txt,Downloaded from,N,Omnidirectional Hexapod Walking and Efficient Gaits Using Restrictedness
10.1.1.145.5838.txt,Free relative entropy for measures and a corresponding perturbation theory,Y,
10.1.1.169.6799.txt,I The Search for Habitable Worlds,N,The Search for Habitable Worlds
10.1.1.111.1133.txt,MICROBIAL FOOD SAFETY ASSESSMENT: DEVELOPMENT AND INTEGRATION OF GENERIC PREDICTIVE MODELLING TOOLS CP-31,Y,
10.1.1.160.6813.txt,TESTBED A Guide to Configuration Management and the Revision Control System,N,A Guide to Configuration Management and the Revision Control System for Testbed Users
10.1.1.35.6266.txt,A Review of Existing Refinement Tools,Y,
10.1.1.218.8093.txt,MVCASE Tool – Working with Design Patterns,Y,
10.1.1.125.5279.txt,real-time,N,Conflict free transaction scheduling using serialization graph for real-time databases
10.1.1.174.8251.txt,  A Comparative Large Scale Study of MLP Features for Mandarin ASR,Y,
10.1.1.72.4406.txt,Abstract,N,A Model for Learning Variance Components of Natural Images
10.1.1.60.7802.txt,Binary Agents for the Control of Autonomous,N,Binary Agents for the Control of Autonomous Vehicles
10.1.1.55.910.txt,Applicability Of Wavelet Algorithm For Geophysical Viscoelastic Flow,Y,
10.1.1.221.7328.txt,SAM: Self-adaptive Dynamic Analysis for Multithreaded Programs ?,Y,
10.1.1.202.3555.txt,Table of Contents Acronyms..................................................................................................................................iii,N,"Consultancy for the Review of the Revised National Policy on Incomes, Employment, Prices and Profits of 1990"
10.1.1.21.7306.txt,Architectural Synthesis of a Complex Application : the Viterbi Algorithm,Y,
10.1.1.221.7935.txt,AN IMPROVED CLASSIFICATION APPROACH FOR LIDAR POINT CLOUDS ON TEXAS COASTAL AREAS,Y,
10.1.1.197.5667.txt,This paper is also available in pdf-format at CFE’s homepage: www.cfe.lu.se,N,Demand Patterns and Vertical Intra-Industry Trade With Special Reference to North-South Trade
10.1.1.60.7738.txt,Algebraic Manipulation of Modalities,Y,
10.1.1.71.1181.txt,Molecular Dynamics in Shape Space and Femtosecond Vibrational Spectroscopy of Metal Clusters,Y,
10.1.1.214.9927.txt,Table of Contents,N,MIRROR SYMMETRY AND CLOSED STRING TACHYON CONDENSATION
10.1.1.73.9707.txt,Discontinuity preserving filtering over analytic manifolds,Y,
10.1.1.178.8657.txt,Alternative Approaches to Analyzing Greenhouse Gas Emissions and Global Climate Change in CEQA Documents,Y,
10.1.1.138.3610.txt,Generic constructions for secure and efficient confirmer signature schemes (Extended Abstract),Y,
10.1.1.105.4479.txt,,N,Visualising very large phylogenetic trees in three dimensional hyperbolic space
10.1.1.110.8179.txt,AREAS OF SPECIALIZATION: Family Gender Social Stratification Comparative Sociology,N,
10.1.1.5.7707.txt,Location-based Services In Ubiquitous Computing Environments,Y,
10.1.1.120.5579.txt,Bioinformation by Biomedical Informatics Publishing Group open access www.bioinformation.net Web Database,N,Dihedral angle and secondary structure database of short amino acid fragments
10.1.1.67.8677.txt,Code-aided ML joint synchronization and channel estimation for downlink MC-CDMA,Y,
10.1.1.159.1921.txt,On the Connectivity and Multihop Delay of Ad Hoc Cognitive Radio Networks,Y,
10.1.1.135.6267.txt,[MS-KILE]: Kerberos Protocol Extensions Intellectual Property Rights Notice for Protocol Documentation,N,[MS-KILE]: Kerberos Protocol Extensions
10.1.1.15.9793.txt,Some basic properties of sets,Y,
10.1.1.38.9773.txt,Multiple Model Predictive Control of Hemodynamic Variables: An Experimental Study,Y,
10.1.1.156.5570.txt,DNA Sequencing through Oligonucleotide Hybridization Method. We construct,N,DNA Sequencing by Oligonucleotide Hybridization: A Genetic Algorithm Approach
10.1.1.174.4449.txt,in Europe: Tackling Social and,N,Early Childhood Education and Care in Europe: Tackling Social and Cultural Inequalities
10.1.1.216.9049.txt,Grasping ideas with the motor system: Semantic somatotopy in idiom comprehension Cognition and Brain Sciences Unit,N,Grasping ideas with the motor system: Semantic somatotopy in idiom comprehension
10.1.1.115.9211.txt,Barriers to a Wide-Area Trusted Network Early Warning System For Electric,N,Barriers to a Wide-Area Trusted Network Early Warning System For Electric Power Disturbances
10.1.1.148.2405.txt,Planning-based Prediction for Pedestrians,Y,
10.1.1.62.6228.txt,Dual labeling: Answering graph reachability queries in constant time,Y,
10.1.1.177.2748.txt,Containment of Conjunctive Queries under Access Limitations (extended abstract),Y,
10.1.1.7.2722.txt,A Keyboard-Based Graphical Web Browser Interface,Y,
10.1.1.53.8629.txt,Triplex Router: A Versatile Torus Routing Algorithm,Y,
10.1.1.142.1685.txt,KAM for the Non-Linear Schr?dinger Equation – A Short Presentation,Y,
10.1.1.61.8447.txt,"Expand, Enlarge and Check. . . Made Efficient",Y,
10.1.1.87.5246.txt,Discovering Semantic Sibling Associations from Web Documents with XTREEM-SP,Y,
10.1.1.63.5929.txt,Reflexes from Self-Organizing Control in Autonomous Robots,Y,
10.1.1.96.5636.txt,INSTITUTE OF PHYSICS PUBLISHING PHYSICS IN MEDICINE AND BIOLOGY,N,An SVM classifier to separate false signals from microcalcifications in digital mammograms
10.1.1.122.8316.txt,Learning to Learn from Online Dialogue: Are we building,N,Learning to Learn from Online Dialogue: Are we building Cairns or Dry Stane Dykes?
10.1.1.81.90.txt,Internship report- SSA/SSI data-flow analysis,Y,
10.1.1.147.4348.txt,"Economic Theory (2004) ?, ?–? Random dynamical systems: a review ?",N,Random dynamical systems: a review 
10.1.1.172.6044.txt,On the Potential of Glottal Signatures for Speaker Recognition,Y,
10.1.1.200.3794.txt,Estimating a Firm’s Expected Cost of Equity Capital Using Consensus Forecasts,Y,
10.1.1.48.6129.txt,Implementing the Recursive Definition of Abelian Group-Based Fields,Y,
10.1.1.202.8717.txt,Competition Policy,N,Implications of Strategic Trade Policy for Issues of National Treatment and Competition Policy
10.1.1.173.1835.txt,CONCLUSIONS AND RECOMMENDATIONS...............................................................................1,N,DESALINATION AND SAN FRANCISCO BAY
10.1.1.105.9416.txt,THE EFFECTS OF SYMBOL SIZE AND WORKLOAD LEVEL ON STATUS AWARENESS OF UNMANNED GROUND VEHICLES,Y,
10.1.1.198.8866.txt,Do Multinational Enterprises Use Capital More Effectively?” Unpublished manuscript,N,Do Multinational Enterprises Use Capital More Effectively?
10.1.1.15.3893.txt,"Forma, 15, 133--139, 2000 Original Paper",N,Multi-Objective Optimization of Spatial Truss Structures by Genetic Algorithm
10.1.1.63.9357.txt,Secure hybrid robust watermarking resistant against tampering and copy attack,Y,
10.1.1.156.1374.txt,In his article “The Importance of Bicyclist,N,Cycling for a Few or for Everyone: The Importance of Social Justice in Cycling Policy
10.1.1.7.5231.txt,"Journal Of Guidance, Control, And Dynamics",N,Markov model of terrain for evaluation of ground proximity warning system thresholds
10.1.1.108.8296.txt,Reconstructing subgraph-counting graph polynomials of increasing families,N,Reconstructing subgraph-counting graph polynomials of increasing families of graphs
10.1.1.216.2572.txt,The CLEF 2005 automatic medical image annotation task,Y,
10.1.1.64.9439.txt,The Semi-Automatic Generation of Audio Description,N,The Semi-Automatic Generation of Audio Description from Screenplays
10.1.1.167.8089.txt,Abhishek,N,
10.1.1.144.636.txt,Saccade control through the collicular motor map: Two-dimensional . . . ,N,Saccade control through the collicular motor map: Two dimensional neural field model
10.1.1.143.3427.txt,"Semantics Enhanced Services: METEOR-S, SAWSDL and SA-REST",Y,
10.1.1.73.3195.txt,This document in subdirectoryRS/04/15/ The Full Abstraction of the UC Framework,N,The Full Abstraction of the UC Framework Jes ?us Fernando Almansa BRICS Report
10.1.1.76.5808.txt,Building a hybrid Society of Mind using components from ten different authors,Y,
10.1.1.189.3487.txt,COS Near-UV Flat Fields and High S/N Determination from SMOV Data,Y,
10.1.1.219.6246.txt,"ISSN: 2230-7109(Online)  | ISSN: 2230-9543(Print) Acute Finger Temperature Changes Preceding Sleep onsets using Labview 1 Pradeep Kumar Jaisal,",N,Acute Finger Temperature Changes Preceding Sleep onsets using Labview
10.1.1.17.6371.txt,On the Probability of Chaos in Large Dynamical Systems: A Monte Carlo Study,Y,
10.1.1.62.9022.txt,Detecting Approximate Incomplete Symmetries in Discrete Point Sets,Y,
10.1.1.208.9638.txt,Construction and Application of Mouse Full-length cDNA Database,Y,
10.1.1.89.4357.txt,Zero Detect-Based Low Power Registers File Access,Y,
10.1.1.110.8005.txt,IN PRESS: COLLEGE TEACHING Implementation of a Problem-Based Approach in an Undergraduate Cognitive Neuroscience Course,N,Implementation of a Problem-Based Approach in an Undergraduate Cognitive Neuroscience Course
10.1.1.6.4033.txt,Reducing Energy Consumption by Dynamic Copying of Instructions onto Onchip Memory ,Y,
10.1.1.116.7528.txt,Evidence on HRT and Coronary,N,Evidence on HRT and Coronary Heart Disease
10.1.1.147.9201.txt,BMC Medical Genetics BioMed Central,N,Functional analysis of the C-reactive protein (CRP) gene-717A> G polymorphism associated with coronary heart disease
10.1.1.26.8659.txt,Detecting Network Intrusion Using a Markov Modulated Nonhomogeneous Poisson Process,Y,
10.1.1.117.9575.txt,Software architecture of the MinneTAC supply-chain trading agent,Y,
10.1.1.11.4905.txt,Automatic feature detection and pose recovery for faces,Y,
10.1.1.225.1820.txt,Homogeneous fragmentation processes,Y,
10.1.1.81.7359.txt,Characterizing peer-to-peer streaming flows,Y,
10.1.1.124.9453.txt,More Local Structure Information for Make-Model Recognition,Y,
10.1.1.79.3071.txt,A Tool Kit to Generate 3D Animated CAESAR Bodies The Civilian American and European Surface,N,A Tool Kit to Generate 3D Animated CAESAR Bodies
10.1.1.107.6022.txt,Distribution list,N,User evaluation of generated deictic gestures in the T24 demonstrator
10.1.1.33.4159.txt,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,Y,
10.1.1.87.7835.txt,TOTAL VARIATION WAVELET BASED MEDICAL IMAGE DENOISING,Y,
10.1.1.219.3788.txt,1999 Joint Meeting EFTF- IEEE IFCS A Layerwise Plate Theory for the Vibrations of Electroded Crystal Plates,N,A Layerwise Plate Theory for the Vibrations of Electroded Crystal Plates
10.1.1.174.5095.txt,"(2009). Can We Aff ord the Future: The Economics of a Warming World. London: ZED Books., and Elizabeth Stanton (2009). Projections Regarding Climate Change and",N,
10.1.1.47.3890.txt,Scheduling Planned Maintenance of the South Wales Region of the National Grid,Y,
10.1.1.201.2052.txt,THE EUROPEAN PHYSICAL JOURNAL E c○ EDP Sciences,N,Vesicle-to-micelle transition induced by grafted diblock copolymers
10.1.1.184.3752.txt,Gapped Extension for Local Multiple Alignment of Interspersed DNA Repeats,Y,
10.1.1.17.990.txt,Errors Detection and Correction in Large Scale Data Collecting,Y,
10.1.1.91.665.txt,,N,Design of a 3D interactive math learning environment
10.1.1.80.2007.txt,Printed in the United States of America A Configurable ACSL-Based Interface Generator for Simulated Systems,N,A Configurable ACSL-Based Interface Generator for Simulated Systems
10.1.1.52.8968.txt,Quadrature-Free Implementation Of The Discontinuous Galerkin Method For Hyperbolic Equations,Y,
10.1.1.68.9685.txt,c ○ World Scientific Publishing Company PHASE SYNCHRONIZATION IN REGULAR AND CHAOTIC SYSTEMS,N,PHASE SYNCHRONIZATION IN REGULAR AND CHAOTIC SYSTEMS
10.1.1.215.230.txt,A NEW APPROXIMATION RESULT FOR BV-FUNCTIONS,Y,
10.1.1.25.2596.txt,CODA: Coordinating Human Planners,Y,
10.1.1.42.8823.txt,Sphere packing numbers for subsets of the Boolean n-cube with bounded Vapnik-Chervonenkis dimension,Y,
10.1.1.45.5605.txt,Ontobroker: Transforming the WWW into a Knowledge Base,Y,
10.1.1.214.3452.txt,Sponsors Supporters,N,12th Australian Information Warfare Conference
10.1.1.221.3783.txt,1 The Left-Right Planarity Test 2 3,N,The Left-Right Planarity Test
10.1.1.16.9159.txt,REVISE: Logic programming and diagnosis,Y,
10.1.1.44.7546.txt,Distributed Problem Solving through Coordination in a Society of Agents,Y,
10.1.1.96.7029.txt,The expressive power of gestures: Capturing scent in a spatial shape,Y,
10.1.1.110.961.txt,The architecture of complexity,Y,
10.1.1.42.3071.txt,A Comparison of Two Conformal Methods for FDTD Modeling,Y,
10.1.1.105.3241.txt,"Technical Report TML-B7, Publications in Telecommunications Software and Multimedia, Helsinki University of Technology Meshless Finite Elements for Hierarchical Global Illumination",N,Meshless Finite Elements for Hierarchical Global Illumination
10.1.1.21.3991.txt,Solution based on ILLM confirmation rule,Y,
10.1.1.186.6613.txt,C.: A general framework for personalized text classification and annotation,N,A general framework for personalized text classification and annotation
10.1.1.74.1124.txt,How to Automatically and Accurately Sandbox Microsoft IIS,Y,
10.1.1.40.2825.txt,Report on repartitioning algorithms and the DRAMA library,Y,
10.1.1.50.2112.txt,Preliminary Report on the Design of a Framework for Distributed Visualization,Y,
10.1.1.141.2843.txt,Agricultural Diversification in South Asia: Beyond Food Security,Y,
10.1.1.3.5653.txt,Cryptanalysis of the Cellular Message Encryption Algorithm,Y,
10.1.1.21.8624.txt,McKibben Artificial Muscles: Pneumatic Actuators with Biomechanical Intelligence,Y,
10.1.1.194.2025.txt,",G.Gomez b,M.Lo a",N,Searching for life with the Terrestrial Planet Finder: Lagrange point options for a formation flying interferometer
10.1.1.200.6144.txt,ITS4: A Static Vulnerability Scanner for C and C++ Code,Y,
10.1.1.115.1025.txt,IGVC 2007 Autonomous Vehicle Team Members,N,H2Bot II IGVC 2007 Autonomous Vehicle
10.1.1.91.9818.txt,User-Guided Symbiotic Space-Sharing of Real Workloads ABSTRACT,N,User-Guided Symbiotic Space-Sharing of Real Workloads
10.1.1.125.6953.txt,Recommending materialized views and indexes with ibm db2 design advisor,Y,
10.1.1.156.6798.txt,Increasing age Cigarette smoking Diabetes,N,Recommendations for Diagnosing and Treating PERIPHERAL ARTERIAL DISEASE (P.A.D.)
10.1.1.59.7922.txt,"A SET OF NEW SMARANDACHE FUNCTIONS, SEQUENCES AND CONJECTURES IN NUMBER THEORY  ",Y,
10.1.1.183.8028.txt,Are positional externalities different from other externalities,N,Are positional externalities different from other externalities?
10.1.1.92.5421.txt,(Extended Abstract),N,Semantic Pen - A Personal Information Management System for Pen Based Devices (Extended Abstract)
10.1.1.62.8360.txt,The author recently completed an internship in Fonkoze’s Market Research and Social Performance Monitoring Department.,N,Measuring poverty of microfinance clients in Haiti
10.1.1.56.671.txt,Large Integer Multiplication on Massively Parallel Processors,Y,
10.1.1.71.8923.txt,Finitely additive measures on groups and rings,Y,
10.1.1.125.1256.txt,Performance Comparison of Location Areas and Reporting Centers under Individualized Mobility Models,Y,
10.1.1.124.2776.txt,? Sensors,N,Light-Image Collections
10.1.1.15.1324.txt,Modeling A 5-Dof Haptic Interface,N,Modeling A 5-Dof Haptic Interface FOR ISOTROPIC FORCE CONTROL
10.1.1.118.8483.txt,User friendliness? User empowerment? How to make a choice?,Y,
10.1.1.186.9814.txt,,N,Morbidity and Mortality Weekly Report
10.1.1.91.5616.txt,On the Turing degrees of weakly computable real numbers,Y,
10.1.1.87.1929.txt,RECONFIGURABLE ARCHITECTURE PROPOSAL APPLIED TO MOBILE ROBOTS,N,RECONFIGURABLE ARCHITECTURE PROPOSAL APPLIED TO MOBILE ROBOTS
10.1.1.125.9947.txt,Weakly Iterated Block Products of Finite,N,Weakly Iterated Block Products of Finite Monoids
10.1.1.19.4823.txt,A Two Level Fuzzy PRM for Manipulation Planning,Y,
10.1.1.194.6806.txt,Release Date,N,PHARMACOLOGY & ADVERSE DRUG EFFECTS
10.1.1.127.8128.txt,Collectinmediated antiviral host defense of the lung: evidence from influenza virus infection of mice,Y,
10.1.1.141.6061.txt,Generating Succinct Titles for Web URLs,Y,
10.1.1.21.15.txt,A Model Checker for Value-Passing Mu-Calculus using Logic Programming,Y,
10.1.1.116.1439.txt,REENGINEERING LINGUISTIC RESOURCES FOR MACHINE TRANSLATION IN MEDICAL APPLICATIONS,Y,
10.1.1.138.6328.txt,From Simulink 1 to SCADE 2 /Lustre to TTA: a layered approach for distributed embedded applications,Y,
10.1.1.24.1150.txt,The time-triggered sensor fusion model,Y,
10.1.1.14.9021.txt,"Economics and Politics, volume 12, No. 2, July 2000, p. 155-181.",N,"Corruption, Income Distribution, and Growth"
10.1.1.201.6090.txt,The Loss in Efficiency from Using Grouped Data to Estimate Coefficients of Group Level Variables,Y,
10.1.1.187.4383.txt,Review articles,N,Chromatin remodeling by ATP-dependent molecular machines
10.1.1.105.6952.txt,Using Neural Networks to predict aircraft trajectories,Y,
10.1.1.38.7210.txt,Programming Languages - Guide for the Use of the Ada Programming Language in High Integrity Systems,Y,
10.1.1.210.318.txt,"Tensor products and correlation estimates with applications to nonlinear Schr?dinger equations, preprint",N,Tensor products and correlation estimates with applications to nonlinear Schr?dinger equations
10.1.1.165.135.txt,Pattern Analysis and Applications manuscript No. (will be inserted by the editor) Recognizing Convex Polygons with Few Finger Probes,N,Recognizing Convex Polygons with Few Finger Probes
10.1.1.30.8449.txt,Architectural CCS,Y,
10.1.1.57.1093.txt,Appearance Graph Generation Using Ray Tracing and Graph Matching,Y,
10.1.1.158.2553.txt,Superlinearly convergent algorithms for solving singular equations and smooth reformulations of complementarity problems,Y,
10.1.1.122.6483.txt,An Experimental Study of House Allocation Mechanisms,Y,
10.1.1.225.6094.txt,External,N,Biofidelity Analysis of WorldSID and ES-2re
10.1.1.200.2845.txt,Application of Space-Time Prisms for the Measurement of Accessibility,Y,
10.1.1.153.2332.txt,Boundary layer analysis of the quasi-neutral limits in the drift-diusion equations,Y,
10.1.1.217.7775.txt,Playing Challenging Iterated Two-Person Games Well: A Case Study on the Iterated Traveler’s Dilemma,Y,
10.1.1.165.1456.txt,WLV: A confidence-based machine learning method for the GREC-NEG’09 task,Y,
10.1.1.23.6580.txt,Augmenting undirected connectivity in RNC and in randomized O(n3) time,Y,
10.1.1.34.2210.txt,Placing a Robot Manipulator Amid Obstacles for Optimized Execution,Y,
10.1.1.51.4499.txt,Do we really need common variable orders for synthesizing OBDDs?,Y,
10.1.1.150.8642.txt,AXIOMATIC FRAMEWORK FOR THE BGG CATEGORY O,N,AXIOMATIC FRAMEWORK FOR THE BGG CATEGORY
10.1.1.174.3535.txt,"Estuarine, Coastal and Shelf Science 59 (2004) 13e20 Interpreting the colour of an estuary",N,Interpreting the colour of an estuary
10.1.1.167.472.txt,Non-interactive verifiable computation: Outsourcing computation to untrusted workers,Y,
10.1.1.74.6358.txt,"Opportunities for and Impacts of Carsharing: A Survey of the Austin, Texas Market By",N,"Opportunities for and Impacts of Carsharing: A Survey of the Austin, Texas Market"
10.1.1.92.6157.txt,Human reasoning with imprecise probabilities: Modus ponens and Denying the antecedent,Y,
10.1.1.123.7308.txt,Abstract,N,Development of a Classification Framework on Ecotourism Initiatives in the Philippines
10.1.1.167.8929.txt,GRANTS,N,
10.1.1.24.149.txt,OCTANE: a new heuristic for pure 0-1 programs,Y,
